macroarea,Phoneme,SegmentClass,freq,phoible_freq,delta,freq_phoible_no_macroarea
Africa,dzʷ,consonant,0.005649717514124294,0.0016556291390728477,0.003994088375051446,NA
Africa,dzʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,d̟ʑ̟,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,dʑᶣ,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,d̠̤ʒ̤,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,d̠ʒˠ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,d̠ʒɾ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,d̠ʒxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,d̠ʒʼ,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,dʼkxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,d̪ʼkxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,d̪ˤ|dˤ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,dˤː,consonant,0.004519774011299435,0.0013245033112582781,0.003195270700041157,NA
Africa,d̪ˤː,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɖ̰,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɖr,consonant,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ɖr̠,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɖr̠͓,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɖʐʷ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɗ̠,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɗ̪,consonant,0.005649717514124294,0.0016556291390728477,0.003994088375051446,NA
Africa,ɗː,consonant,0.014689265536723164,0.004304635761589404,0.01038462977513376,NA
Africa,ɗʲ,consonant,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ɗʷ,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɗʒ,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ᶑː,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ᶑʼ,consonant,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ᶑʼː,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,e̘,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,e̙,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,e̞̥,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,e̥,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,e̥ː,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ḛː,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,e̤ˑ,vowel,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ḛˑ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,eɘ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,eˠ,vowel,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,eʲ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ẽ̞ũ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,eˤ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɛ̙,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɛ̙ː,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɛ̝ː,vowel,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɛ̤ˑ,vowel,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ɛ̰ˑ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɛˠ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɛ̙ˠ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɛʊ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɘi,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɜɪ̯,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɤ̃ː,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,f͈ː,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,fʰ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,fɾ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,fʃ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,fʷː,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɡ̩,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ‼,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ‼ʱ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ‼x,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ‼xʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ͈ː,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡb̩,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡbː,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɡbʲ,consonant,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ɡbr,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡbɾ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡbʷ,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɡbˤ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡɓ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡm,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡɾ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡᶣ,consonant,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ɡv,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɡ̩ʷ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ̤ʷ,consonant,0.004519774011299435,0.0013245033112582781,0.003195270700041157,NA
Africa,ɡʷʲ,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɡʼ,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɡʼkxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǀ,consonant,0.006779661016949152,0.0019867549668874172,0.0047929060500617356,NA
Africa,ɡǀ͓,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɡ̤ǀ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ̤ǀ͓,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǀʱ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǀkʰ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǀkxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǀx,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɡǀ͓x,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ̰ǀ͓x,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǀxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǁ,consonant,0.004519774011299435,0.0013245033112582781,0.003195270700041157,NA
Africa,ɡǁ͓,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ̤ǁ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǁkʰ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǁkxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǁx,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɡǁxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǂ,consonant,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ɡ̤ǂ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǂkʰ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǂkxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǂ͓ˡ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ̤ǂ͓ˡ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǂ͓ˡx,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ̰ǂ͓ˡx,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǂx,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɡ̰ǂx,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǃ,consonant,0.006779661016949152,0.0019867549668874172,0.0047929060500617356,NA
Africa,ɡǃ̠,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡ̤ǃ,consonant,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ɡǃʱ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǃkʰ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǃkxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǃx,consonant,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ɡ̰ǃx,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡǃxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡʘ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡʘkʰ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡʘkxʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɡʘx,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɢː,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɢʱ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɢǀ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɢǀqʰ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɢǁ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɢǁqʰ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɢǂ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɢǃ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɢǃqʰ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɢʘ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɠ̥,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɠː,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɠɓ,consonant,0.004519774011299435,0.0013245033112582781,0.003195270700041157,NA
Africa,ɠ̥ʲ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɠ̥ʷ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɣ̩,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɣ̤,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɣ͈ː,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɣv,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɣˀ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ħ͈ː,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,hᶣ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,hʷʲ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,hʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ʜː,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɦ̤,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,ɦʷ,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,i͓,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,i̙,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,i̜,vowel,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,iːe,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,i̤ˑ,vowel,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ḭˑ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,i̯ãː,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ieː,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɪ̠,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɪ̝,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɪ̙ː,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɪ̝ː,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɪˠ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɪ̙ˠ,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɪi,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɨ̜,vowel,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,j̥ʷ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,jʔ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,jˤ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,ɟː,consonant,0.015819209039548022,0.004635761589403974,0.011183447450144048,NA
Africa,ɟʲ,consonant,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,ɟʝʷ,consonant,0.004519774011299435,0.0013245033112582781,0.003195270700041157,NA
Africa,ɟʷ,consonant,0.004519774011299435,0.0013245033112582781,0.003195270700041157,NA
Africa,ʄ̥,consonant,0.003389830508474576,9.933774834437086e-4,0.0023964530250308678,NA
Africa,k‼,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,k‼ʰ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,k‼ʰʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,k‼x,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,k‼xʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,k‼ʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,kf,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,kɡ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,kʟ͓̥ʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,kʟ̥ʼ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,km,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,kpː,consonant,0.0022598870056497176,6.622516556291391e-4,0.0015976353500205785,NA
Africa,kpʰ,consonant,0.004519774011299435,0.0013245033112582781,0.003195270700041157,NA
Africa,kpʲ,consonant,0.004519774011299435,0.0013245033112582781,0.003195270700041157,NA
Africa,kpr,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,kpɾ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
Africa,kpˤ,consonant,0.0011299435028248588,3.3112582781456954e-4,7.988176750102893e-4,NA
